state,fy_declared,incident_type,occurred
AL,1970,Severe Storm,1
AL,1970,Fire,0
AL,1970,Hurricane,1
AL,1970,Tornado,0
AK,1970,Flood,0
AK,1970,Severe Storm,1
AK,1970,Fire,1
AK,1970,Hurricane,0
AK,1970,Tornado,0
KY,1970,Flood,1
KY,1970,Severe Storm,0
KY,1970,Fire,0
KY,1970,Hurricane,0
KY,1970,Tornado,0
CA,1970,Flood,1
CA,1970,Severe Storm,0
CA,1970,Fire,1
CA,1970,Hurricane,0
CA,1970,Tornado,0
ME,1970,Flood,1
ME,1970,Severe Storm,0
ME,1970,Fire,0
ME,1970,Hurricane,0
ME,1970,Tornado,0
TX,1970,Flood,0
TX,1970,Severe Storm,0
TX,1970,Fire,0
TX,1970,Hurricane,1
TX,1970,Tornado,1
ND,1970,Flood,1
ND,1970,Severe Storm,0
ND,1970,Fire,0
ND,1970,Hurricane,0
ND,1970,Tornado,0
FL,1970,Flood,1
FL,1970,Severe Storm,0
FL,1970,Fire,0
FL,1970,Hurricane,0
FL,1970,Tornado,0
WA,1970,Flood,0
WA,1970,Severe Storm,0
WA,1970,Fire,1
WA,1970,Hurricane,0
WA,1970,Tornado,0
MN,1970,Flood,1
MN,1970,Severe Storm,0
MN,1970,Fire,0
MN,1970,Hurricane,0
MN,1970,Tornado,0
NY,1970,Flood,1
NY,1970,Severe Storm,0
NY,1970,Fire,0
NY,1970,Hurricane,0
NY,1970,Tornado,0
AZ,1970,Flood,1
AZ,1970,Severe Storm,0
AZ,1970,Fire,0
AZ,1970,Hurricane,0
AZ,1970,Tornado,0
CO,1970,Flood,1
CO,1970,Severe Storm,0
CO,1970,Fire,0
CO,1970,Hurricane,0
CO,1970,Tornado,0
OK,1971,Flood,1
OK,1971,Severe Storm,1
OK,1971,Fire,1
OK,1971,Hurricane,0
OK,1971,Tornado,0
WA,1971,Flood,1
WA,1971,Severe Storm,0
WA,1971,Fire,0
WA,1971,Hurricane,0
WA,1971,Tornado,0
OR,1971,Flood,1
OR,1971,Severe Storm,0
OR,1971,Fire,0
OR,1971,Hurricane,0
OR,1971,Tornado,0
MS,1971,Flood,0
MS,1971,Severe Storm,0
MS,1971,Fire,0
MS,1971,Hurricane,0
MS,1971,Tornado,1
NE,1971,Flood,1
NE,1971,Severe Storm,0
NE,1971,Fire,0
NE,1971,Hurricane,0
NE,1971,Tornado,0
KY,1971,Flood,0
KY,1971,Severe Storm,0
KY,1971,Fire,0
KY,1971,Hurricane,0
KY,1971,Tornado,1
TN,1971,Flood,0
TN,1971,Severe Storm,0
TN,1971,Fire,0
TN,1971,Hurricane,0
TN,1971,Tornado,1
AK,1971,Flood,0
AK,1971,Severe Storm,0
AK,1971,Fire,1
AK,1971,Hurricane,0
AK,1971,Tornado,0
MD,1971,Flood,1
MD,1971,Severe Storm,0
MD,1971,Fire,0
MD,1971,Hurricane,0
MD,1971,Tornado,0
NJ,1971,Flood,1
NJ,1971,Severe Storm,0
NJ,1971,Fire,0
NJ,1971,Hurricane,0
NJ,1971,Tornado,0
NY,1971,Flood,1
NY,1971,Severe Storm,0
NY,1971,Fire,0
NY,1971,Hurricane,0
NY,1971,Tornado,0
TX,1971,Flood,1
TX,1971,Severe Storm,0
TX,1971,Fire,0
TX,1971,Hurricane,0
TX,1971,Tornado,0
PA,1971,Flood,1
PA,1971,Severe Storm,0
PA,1971,Fire,0
PA,1971,Hurricane,0
PA,1971,Tornado,0
LA,1972,Flood,0
LA,1972,Severe Storm,0
LA,1972,Fire,0
LA,1972,Hurricane,1
LA,1972,Tornado,0
CA,1972,Flood,1
CA,1972,Severe Storm,0
CA,1972,Fire,0
CA,1972,Hurricane,0
CA,1972,Tornado,0
OK,1972,Flood,1
OK,1972,Severe Storm,0
OK,1972,Fire,0
OK,1972,Hurricane,0
OK,1972,Tornado,0
MS,1972,Flood,1
MS,1972,Severe Storm,0
MS,1972,Fire,0
MS,1972,Hurricane,0
MS,1972,Tornado,0
OR,1972,Flood,1
OR,1972,Severe Storm,0
OR,1972,Fire,0
OR,1972,Hurricane,0
OR,1972,Tornado,0
AR,1972,Flood,1
AR,1972,Severe Storm,0
AR,1972,Fire,0
AR,1972,Hurricane,0
AR,1972,Tornado,0
TX,1972,Flood,1
TX,1972,Severe Storm,0
TX,1972,Fire,0
TX,1972,Hurricane,0
TX,1972,Tornado,0
WA,1972,Flood,1
WA,1972,Severe Storm,0
WA,1972,Fire,0
WA,1972,Hurricane,0
WA,1972,Tornado,0
WV,1972,Flood,1
WV,1972,Severe Storm,0
WV,1972,Fire,0
WV,1972,Hurricane,0
WV,1972,Tornado,0
ID,1972,Flood,1
ID,1972,Severe Storm,0
ID,1972,Fire,0
ID,1972,Hurricane,0
ID,1972,Tornado,0
MA,1972,Flood,1
MA,1972,Severe Storm,0
MA,1972,Fire,0
MA,1972,Hurricane,0
MA,1972,Tornado,0
ME,1972,Flood,1
ME,1972,Severe Storm,0
ME,1972,Fire,0
ME,1972,Hurricane,0
ME,1972,Tornado,0
KY,1972,Flood,1
KY,1972,Severe Storm,0
KY,1972,Fire,0
KY,1972,Hurricane,0
KY,1972,Tornado,0
TN,1972,Flood,1
TN,1972,Severe Storm,0
TN,1972,Fire,0
TN,1972,Hurricane,0
TN,1972,Tornado,0
SD,1972,Flood,1
SD,1972,Severe Storm,0
SD,1972,Fire,0
SD,1972,Hurricane,0
SD,1972,Tornado,0
ND,1972,Flood,1
ND,1972,Severe Storm,0
ND,1972,Fire,0
ND,1972,Hurricane,0
ND,1972,Tornado,0
MD,1972,Flood,1
MD,1972,Severe Storm,0
MD,1972,Fire,0
MD,1972,Hurricane,0
MD,1972,Tornado,0
PA,1972,Flood,1
PA,1972,Severe Storm,0
PA,1972,Fire,0
PA,1972,Hurricane,0
PA,1972,Tornado,0
VA,1972,Flood,1
VA,1972,Severe Storm,0
VA,1972,Fire,0
VA,1972,Hurricane,0
VA,1972,Tornado,0
NY,1972,Flood,1
NY,1972,Severe Storm,0
NY,1972,Fire,0
NY,1972,Hurricane,0
NY,1972,Tornado,0
AZ,1972,Flood,1
AZ,1972,Severe Storm,0
AZ,1972,Fire,0
AZ,1972,Hurricane,0
AZ,1972,Tornado,0
OH,1972,Flood,1
OH,1972,Severe Storm,0
OH,1972,Fire,0
OH,1972,Hurricane,0
OH,1972,Tornado,0
MN,1972,Flood,1
MN,1972,Severe Storm,0
MN,1972,Fire,0
MN,1972,Hurricane,0
MN,1972,Tornado,0
NM,1972,Flood,1
NM,1972,Severe Storm,0
NM,1972,Fire,0
NM,1972,Hurricane,0
NM,1972,Tornado,0
IA,1972,Flood,1
IA,1972,Severe Storm,0
IA,1972,Fire,0
IA,1972,Hurricane,0
IA,1972,Tornado,0
IL,1972,Flood,1
IL,1972,Severe Storm,0
IL,1972,Fire,0
IL,1972,Hurricane,0
IL,1972,Tornado,0
WI,1972,Flood,1
WI,1972,Severe Storm,0
WI,1972,Fire,0
WI,1972,Hurricane,0
WI,1972,Tornado,0
VA,1973,Flood,1
VA,1973,Severe Storm,0
VA,1973,Fire,0
VA,1973,Hurricane,0
VA,1973,Tornado,0
AZ,1973,Flood,1
AZ,1973,Severe Storm,0
AZ,1973,Fire,0
AZ,1973,Hurricane,0
AZ,1973,Tornado,0
NM,1973,Flood,1
NM,1973,Severe Storm,0
NM,1973,Fire,0
NM,1973,Hurricane,0
NM,1973,Tornado,0
OH,1973,Flood,1
OH,1973,Severe Storm,0
OH,1973,Fire,0
OH,1973,Hurricane,0
OH,1973,Tornado,0
MI,1973,Flood,1
MI,1973,Severe Storm,0
MI,1973,Fire,0
MI,1973,Hurricane,0
MI,1973,Tornado,0
CA,1973,Flood,1
CA,1973,Severe Storm,0
CA,1973,Fire,0
CA,1973,Hurricane,0
CA,1973,Tornado,0
TX,1973,Flood,1
TX,1973,Severe Storm,1
TX,1973,Fire,0
TX,1973,Hurricane,0
TX,1973,Tornado,0
NY,1973,Flood,1
NY,1973,Severe Storm,0
NY,1973,Fire,0
NY,1973,Hurricane,0
NY,1973,Tornado,0
TN,1973,Flood,1
TN,1973,Severe Storm,0
TN,1973,Fire,0
TN,1973,Hurricane,0
TN,1973,Tornado,0
AL,1973,Flood,1
AL,1973,Severe Storm,0
AL,1973,Fire,0
AL,1973,Hurricane,0
AL,1973,Tornado,1
MS,1973,Flood,0
MS,1973,Severe Storm,1
MS,1973,Fire,0
MS,1973,Hurricane,0
MS,1973,Tornado,0
GA,1973,Flood,0
GA,1973,Severe Storm,0
GA,1973,Fire,0
GA,1973,Hurricane,0
GA,1973,Tornado,1
MO,1973,Flood,0
MO,1973,Severe Storm,1
MO,1973,Fire,0
MO,1973,Hurricane,0
MO,1973,Tornado,0
IL,1973,Flood,1
IL,1973,Severe Storm,0
IL,1973,Fire,0
IL,1973,Hurricane,0
IL,1973,Tornado,0
WI,1973,Flood,1
WI,1973,Severe Storm,0
WI,1973,Fire,0
WI,1973,Hurricane,0
WI,1973,Tornado,0
AR,1973,Flood,1
AR,1973,Severe Storm,0
AR,1973,Fire,0
AR,1973,Hurricane,0
AR,1973,Tornado,0
LA,1973,Flood,1
LA,1973,Severe Storm,0
LA,1973,Fire,0
LA,1973,Hurricane,0
LA,1973,Tornado,0
KS,1973,Flood,1
KS,1973,Severe Storm,1
KS,1973,Fire,0
KS,1973,Hurricane,0
KS,1973,Tornado,0
KY,1973,Flood,1
KY,1973,Severe Storm,0
KY,1973,Fire,0
KY,1973,Hurricane,0
KY,1973,Tornado,0
IA,1973,Flood,1
IA,1973,Severe Storm,0
IA,1973,Fire,0
IA,1973,Hurricane,0
IA,1973,Tornado,0
CO,1973,Flood,1
CO,1973,Severe Storm,0
CO,1973,Fire,0
CO,1973,Hurricane,0
CO,1973,Tornado,0
ME,1973,Flood,1
ME,1973,Severe Storm,0
ME,1973,Fire,0
ME,1973,Hurricane,0
ME,1973,Tornado,0
AK,1973,Flood,0
AK,1973,Severe Storm,0
AK,1973,Fire,1
AK,1973,Hurricane,0
AK,1973,Tornado,0
FL,1973,Flood,1
FL,1973,Severe Storm,0
FL,1973,Fire,0
FL,1973,Hurricane,0
FL,1973,Tornado,0
OK,1973,Flood,0
OK,1973,Severe Storm,1
OK,1973,Fire,0
OK,1973,Hurricane,0
OK,1973,Tornado,0
NC,1973,Flood,1
NC,1973,Severe Storm,0
NC,1973,Fire,0
NC,1973,Hurricane,0
NC,1973,Tornado,0
VT,1973,Flood,1
VT,1973,Severe Storm,0
VT,1973,Fire,0
VT,1973,Hurricane,0
VT,1973,Tornado,0
NH,1973,Flood,1
NH,1973,Severe Storm,0
NH,1973,Fire,0
NH,1973,Hurricane,0
NH,1973,Tornado,0
PA,1973,Flood,1
PA,1973,Severe Storm,0
PA,1973,Fire,0
PA,1973,Hurricane,0
PA,1973,Tornado,0
NJ,1973,Flood,1
NJ,1973,Severe Storm,0
NJ,1973,Fire,0
NJ,1973,Hurricane,0
NJ,1973,Tornado,0
MT,1973,Flood,0
MT,1973,Severe Storm,0
MT,1973,Fire,1
MT,1973,Hurricane,0
MT,1973,Tornado,0
OR,1973,Flood,0
OR,1973,Severe Storm,0
OR,1973,Fire,1
OR,1973,Hurricane,0
OR,1973,Tornado,0
OK,1974,Flood,1
OK,1974,Severe Storm,0
OK,1974,Fire,0
OK,1974,Hurricane,0
OK,1974,Tornado,0
MA,1974,Flood,0
MA,1974,Severe Storm,0
MA,1974,Fire,1
MA,1974,Hurricane,0
MA,1974,Tornado,0
NE,1974,Flood,1
NE,1974,Severe Storm,0
NE,1974,Fire,0
NE,1974,Hurricane,0
NE,1974,Tornado,0
MO,1974,Flood,1
MO,1974,Severe Storm,0
MO,1974,Fire,0
MO,1974,Hurricane,0
MO,1974,Tornado,0
AK,1974,Flood,1
AK,1974,Severe Storm,0
AK,1974,Fire,0
AK,1974,Hurricane,0
AK,1974,Tornado,0
ME,1974,Flood,1
ME,1974,Severe Storm,0
ME,1974,Fire,0
ME,1974,Hurricane,0
ME,1974,Tornado,0
NH,1974,Flood,1
NH,1974,Severe Storm,0
NH,1974,Fire,0
NH,1974,Hurricane,0
NH,1974,Tornado,0
ID,1974,Flood,1
ID,1974,Severe Storm,0
ID,1974,Fire,0
ID,1974,Hurricane,0
ID,1974,Tornado,0
WA,1974,Flood,1
WA,1974,Severe Storm,0
WA,1974,Fire,0
WA,1974,Hurricane,0
WA,1974,Tornado,0
OR,1974,Flood,1
OR,1974,Severe Storm,0
OR,1974,Fire,0
OR,1974,Hurricane,0
OR,1974,Tornado,0
CA,1974,Flood,1
CA,1974,Severe Storm,0
CA,1974,Fire,0
CA,1974,Hurricane,0
CA,1974,Tornado,0
MT,1974,Flood,1
MT,1974,Severe Storm,0
MT,1974,Fire,0
MT,1974,Hurricane,0
MT,1974,Tornado,0
WV,1974,Flood,1
WV,1974,Severe Storm,0
WV,1974,Fire,0
WV,1974,Hurricane,0
WV,1974,Tornado,0
LA,1974,Flood,1
LA,1974,Severe Storm,0
LA,1974,Fire,0
LA,1974,Hurricane,1
LA,1974,Tornado,0
TN,1974,Flood,0
TN,1974,Severe Storm,0
TN,1974,Fire,0
TN,1974,Hurricane,0
TN,1974,Tornado,1
IN,1974,Flood,0
IN,1974,Severe Storm,0
IN,1974,Fire,0
IN,1974,Hurricane,0
IN,1974,Tornado,1
AL,1974,Flood,0
AL,1974,Severe Storm,0
AL,1974,Fire,0
AL,1974,Hurricane,0
AL,1974,Tornado,1
OH,1974,Flood,1
OH,1974,Severe Storm,0
OH,1974,Fire,0
OH,1974,Hurricane,0
OH,1974,Tornado,1
KY,1974,Flood,0
KY,1974,Severe Storm,0
KY,1974,Fire,0
KY,1974,Hurricane,0
KY,1974,Tornado,1
GA,1974,Flood,0
GA,1974,Severe Storm,0
GA,1974,Fire,0
GA,1974,Hurricane,0
GA,1974,Tornado,1
IL,1974,Flood,1
IL,1974,Severe Storm,0
IL,1974,Fire,0
IL,1974,Hurricane,0
IL,1974,Tornado,1
MI,1974,Flood,0
MI,1974,Severe Storm,0
MI,1974,Fire,0
MI,1974,Hurricane,0
MI,1974,Tornado,1
NC,1974,Flood,0
NC,1974,Severe Storm,0
NC,1974,Fire,0
NC,1974,Hurricane,0
NC,1974,Tornado,1
MS,1974,Flood,1
MS,1974,Severe Storm,0
MS,1974,Fire,0
MS,1974,Hurricane,0
MS,1974,Tornado,0
WI,1974,Flood,0
WI,1974,Severe Storm,0
WI,1974,Fire,0
WI,1974,Hurricane,0
WI,1974,Tornado,1
HI,1974,Flood,1
HI,1974,Severe Storm,0
HI,1974,Fire,0
HI,1974,Hurricane,0
HI,1974,Tornado,0
ND,1974,Flood,1
ND,1974,Severe Storm,0
ND,1974,Fire,0
ND,1974,Hurricane,0
ND,1974,Tornado,0
NM,1974,Flood,0
NM,1974,Severe Storm,0
NM,1974,Fire,1
NM,1974,Hurricane,0
NM,1974,Tornado,0
AR,1974,Flood,1
AR,1974,Severe Storm,0
AR,1974,Fire,0
AR,1974,Hurricane,0
AR,1974,Tornado,0
KS,1974,Flood,1
KS,1974,Severe Storm,0
KS,1974,Fire,0
KS,1974,Hurricane,0
KS,1974,Tornado,0
MN,1974,Flood,1
MN,1974,Severe Storm,0
MN,1974,Fire,0
MN,1974,Hurricane,0
MN,1974,Tornado,0
IA,1974,Flood,1
IA,1974,Severe Storm,0
IA,1974,Fire,0
IA,1974,Hurricane,0
IA,1974,Tornado,0
SD,1974,Flood,0
SD,1974,Severe Storm,0
SD,1974,Fire,1
SD,1974,Hurricane,0
SD,1974,Tornado,0
NY,1974,Flood,1
NY,1974,Severe Storm,0
NY,1974,Fire,0
NY,1974,Hurricane,0
NY,1974,Tornado,0
LA,1975,Flood,1
LA,1975,Severe Storm,1
LA,1975,Fire,0
LA,1975,Hurricane,0
LA,1975,Tornado,0
NY,1975,Flood,1
NY,1975,Severe Storm,0
NY,1975,Fire,0
NY,1975,Hurricane,0
NY,1975,Tornado,0
AK,1975,Flood,1
AK,1975,Severe Storm,0
AK,1975,Fire,0
AK,1975,Hurricane,0
AK,1975,Tornado,0
OK,1975,Flood,1
OK,1975,Severe Storm,1
OK,1975,Fire,0
OK,1975,Hurricane,0
OK,1975,Tornado,0
TX,1975,Flood,1
TX,1975,Severe Storm,0
TX,1975,Fire,0
TX,1975,Hurricane,0
TX,1975,Tornado,1
AL,1975,Flood,1
AL,1975,Severe Storm,0
AL,1975,Fire,0
AL,1975,Hurricane,0
AL,1975,Tornado,1
MS,1975,Flood,1
MS,1975,Severe Storm,0
MS,1975,Fire,0
MS,1975,Hurricane,0
MS,1975,Tornado,1
GA,1975,Flood,0
GA,1975,Severe Storm,0
GA,1975,Fire,0
GA,1975,Hurricane,0
GA,1975,Tornado,1
TN,1975,Flood,1
TN,1975,Severe Storm,0
TN,1975,Fire,0
TN,1975,Hurricane,0
TN,1975,Tornado,0
KY,1975,Flood,1
KY,1975,Severe Storm,0
KY,1975,Fire,0
KY,1975,Hurricane,0
KY,1975,Tornado,0
AR,1975,Flood,1
AR,1975,Severe Storm,0
AR,1975,Fire,0
AR,1975,Hurricane,0
AR,1975,Tornado,1
MI,1975,Flood,1
MI,1975,Severe Storm,0
MI,1975,Fire,0
MI,1975,Hurricane,0
MI,1975,Tornado,0
MO,1975,Flood,0
MO,1975,Severe Storm,0
MO,1975,Fire,0
MO,1975,Hurricane,0
MO,1975,Tornado,1
NE,1975,Flood,0
NE,1975,Severe Storm,0
NE,1975,Fire,0
NE,1975,Hurricane,0
NE,1975,Tornado,1
ND,1975,Flood,1
ND,1975,Severe Storm,0
ND,1975,Fire,0
ND,1975,Hurricane,0
ND,1975,Tornado,0
MT,1975,Flood,1
MT,1975,Severe Storm,0
MT,1975,Fire,0
MT,1975,Hurricane,0
MT,1975,Tornado,0
MN,1975,Flood,1
MN,1975,Severe Storm,1
MN,1975,Fire,0
MN,1975,Hurricane,0
MN,1975,Tornado,0
NJ,1975,Flood,1
NJ,1975,Severe Storm,0
NJ,1975,Fire,0
NJ,1975,Hurricane,0
NJ,1975,Tornado,0
IL,1975,Flood,0
IL,1975,Severe Storm,0
IL,1975,Fire,0
IL,1975,Hurricane,0
IL,1975,Tornado,1
SD,1975,Flood,0
SD,1975,Severe Storm,0
SD,1975,Fire,1
SD,1975,Hurricane,0
SD,1975,Tornado,0
FL,1975,Flood,1
FL,1975,Severe Storm,0
FL,1975,Fire,0
FL,1975,Hurricane,0
FL,1975,Tornado,0
OH,1975,Flood,1
OH,1975,Severe Storm,0
OH,1975,Fire,0
OH,1975,Hurricane,0
OH,1975,Tornado,0
WV,1975,Flood,1
WV,1975,Severe Storm,0
WV,1975,Fire,0
WV,1975,Hurricane,0
WV,1975,Tornado,0
WI,1975,Flood,0
WI,1975,Severe Storm,1
WI,1975,Fire,0
WI,1975,Hurricane,0
WI,1975,Tornado,0
PA,1975,Flood,1
PA,1975,Severe Storm,0
PA,1975,Fire,0
PA,1975,Hurricane,0
PA,1975,Tornado,0
AL,1976,Flood,0
AL,1976,Severe Storm,1
AL,1976,Fire,0
AL,1976,Hurricane,0
AL,1976,Tornado,0
NY,1976,Flood,1
NY,1976,Severe Storm,0
NY,1976,Fire,0
NY,1976,Hurricane,1
NY,1976,Tornado,0
MD,1976,Flood,1
MD,1976,Severe Storm,0
MD,1976,Fire,0
MD,1976,Hurricane,0
MD,1976,Tornado,0
OK,1976,Flood,1
OK,1976,Severe Storm,0
OK,1976,Fire,0
OK,1976,Hurricane,0
OK,1976,Tornado,1
WA,1976,Flood,1
WA,1976,Severe Storm,0
WA,1976,Fire,0
WA,1976,Hurricane,0
WA,1976,Tornado,0
AK,1976,Flood,0
AK,1976,Severe Storm,0
AK,1976,Fire,1
AK,1976,Hurricane,0
AK,1976,Tornado,0
MI,1976,Flood,0
MI,1976,Severe Storm,1
MI,1976,Fire,0
MI,1976,Hurricane,0
MI,1976,Tornado,0
WI,1976,Flood,1
WI,1976,Severe Storm,0
WI,1976,Fire,0
WI,1976,Hurricane,0
WI,1976,Tornado,0
MS,1976,Flood,0
MS,1976,Severe Storm,1
MS,1976,Fire,0
MS,1976,Hurricane,0
MS,1976,Tornado,0
AR,1976,Flood,0
AR,1976,Severe Storm,0
AR,1976,Fire,0
AR,1976,Hurricane,0
AR,1976,Tornado,1
ND,1976,Flood,1
ND,1976,Severe Storm,0
ND,1976,Fire,0
ND,1976,Hurricane,0
ND,1976,Tornado,0
ID,1976,Flood,1
ID,1976,Severe Storm,0
ID,1976,Fire,0
ID,1976,Hurricane,0
ID,1976,Tornado,0
GA,1976,Flood,1
GA,1976,Severe Storm,0
GA,1976,Fire,0
GA,1976,Hurricane,0
GA,1976,Tornado,0
IL,1976,Flood,0
IL,1976,Severe Storm,1
IL,1976,Fire,0
IL,1976,Hurricane,0
IL,1976,Tornado,0
TX,1976,Flood,1
TX,1976,Severe Storm,0
TX,1976,Fire,0
TX,1976,Hurricane,0
TX,1976,Tornado,0
SD,1976,Flood,1
SD,1976,Severe Storm,0
SD,1976,Fire,0
SD,1976,Hurricane,0
SD,1976,Tornado,0
PA,1976,Flood,1
PA,1976,Severe Storm,0
PA,1976,Fire,0
PA,1976,Hurricane,0
PA,1976,Tornado,0
KS,1976,Flood,1
KS,1976,Severe Storm,0
KS,1976,Fire,0
KS,1976,Hurricane,0
KS,1976,Tornado,0
MO,1976,Flood,1
MO,1976,Severe Storm,0
MO,1976,Fire,0
MO,1976,Hurricane,0
MO,1976,Tornado,0
CO,1976,Flood,1
CO,1976,Severe Storm,0
CO,1976,Fire,0
CO,1976,Hurricane,0
CO,1976,Tornado,0
VT,1976,Flood,1
VT,1976,Severe Storm,0
VT,1976,Fire,0
VT,1976,Hurricane,0
VT,1976,Tornado,0
NJ,1976,Flood,1
NJ,1976,Severe Storm,0
NJ,1976,Fire,0
NJ,1976,Hurricane,0
NJ,1976,Tornado,0
MN,1976,Flood,0
MN,1976,Severe Storm,0
MN,1976,Fire,1
MN,1976,Hurricane,0
MN,1976,Tornado,0
CA,1976,Flood,1
CA,1976,Severe Storm,0
CA,1976,Fire,0
CA,1976,Hurricane,0
CA,1976,Tornado,0
MN,1977,Flood,0
MN,1977,Severe Storm,0
MN,1977,Fire,1
MN,1977,Hurricane,0
MN,1977,Tornado,0
MD,1977,Flood,1
MD,1977,Severe Storm,0
MD,1977,Fire,0
MD,1977,Hurricane,0
MD,1977,Tornado,0
PA,1977,Flood,1
PA,1977,Severe Storm,0
PA,1977,Fire,0
PA,1977,Hurricane,0
PA,1977,Tornado,0
OK,1977,Flood,0
OK,1977,Severe Storm,0
OK,1977,Fire,1
OK,1977,Hurricane,0
OK,1977,Tornado,0
KY,1977,Flood,1
KY,1977,Severe Storm,0
KY,1977,Fire,0
KY,1977,Hurricane,0
KY,1977,Tornado,0
WV,1977,Flood,1
WV,1977,Severe Storm,0
WV,1977,Fire,0
WV,1977,Hurricane,0
WV,1977,Tornado,0
VA,1977,Flood,1
VA,1977,Severe Storm,0
VA,1977,Fire,0
VA,1977,Hurricane,0
VA,1977,Tornado,0
AL,1977,Flood,1
AL,1977,Severe Storm,0
AL,1977,Fire,0
AL,1977,Hurricane,0
AL,1977,Tornado,0
TN,1977,Flood,1
TN,1977,Severe Storm,0
TN,1977,Fire,0
TN,1977,Hurricane,0
TN,1977,Tornado,0
LA,1977,Flood,1
LA,1977,Severe Storm,0
LA,1977,Fire,0
LA,1977,Hurricane,0
LA,1977,Tornado,0
MO,1977,Flood,1
MO,1977,Severe Storm,0
MO,1977,Fire,0
MO,1977,Hurricane,0
MO,1977,Tornado,1
NM,1977,Flood,0
NM,1977,Severe Storm,0
NM,1977,Fire,1
NM,1977,Hurricane,0
NM,1977,Tornado,0
MT,1977,Flood,0
MT,1977,Severe Storm,0
MT,1977,Fire,1
MT,1977,Hurricane,0
MT,1977,Tornado,0
ME,1977,Flood,0
ME,1977,Severe Storm,0
ME,1977,Fire,1
ME,1977,Hurricane,0
ME,1977,Tornado,0
CA,1977,Flood,0
CA,1977,Severe Storm,0
CA,1977,Fire,1
CA,1977,Hurricane,0
CA,1977,Tornado,0
ID,1977,Flood,0
ID,1977,Severe Storm,0
ID,1977,Fire,1
ID,1977,Hurricane,0
ID,1977,Tornado,0
KS,1977,Flood,1
KS,1977,Severe Storm,0
KS,1977,Fire,0
KS,1977,Hurricane,0
KS,1977,Tornado,0
WI,1978,Flood,0
WI,1978,Severe Storm,1
WI,1978,Fire,0
WI,1978,Hurricane,0
WI,1978,Tornado,0
AZ,1978,Flood,1
AZ,1978,Severe Storm,0
AZ,1978,Fire,0
AZ,1978,Hurricane,0
AZ,1978,Tornado,0
GA,1978,Flood,1
GA,1978,Severe Storm,0
GA,1978,Fire,0
GA,1978,Hurricane,0
GA,1978,Tornado,0
NC,1978,Flood,1
NC,1978,Severe Storm,0
NC,1978,Fire,0
NC,1978,Hurricane,0
NC,1978,Tornado,0
TN,1978,Flood,1
TN,1978,Severe Storm,0
TN,1978,Fire,0
TN,1978,Hurricane,0
TN,1978,Tornado,0
VA,1978,Flood,1
VA,1978,Severe Storm,0
VA,1978,Fire,0
VA,1978,Hurricane,0
VA,1978,Tornado,0
WA,1978,Flood,1
WA,1978,Severe Storm,0
WA,1978,Fire,0
WA,1978,Hurricane,0
WA,1978,Tornado,0
AR,1978,Flood,1
AR,1978,Severe Storm,0
AR,1978,Fire,0
AR,1978,Hurricane,0
AR,1978,Tornado,1
MA,1978,Flood,1
MA,1978,Severe Storm,0
MA,1978,Fire,0
MA,1978,Hurricane,0
MA,1978,Tornado,0
CA,1978,Flood,1
CA,1978,Severe Storm,0
CA,1978,Fire,0
CA,1978,Hurricane,0
CA,1978,Tornado,0
NH,1978,Flood,1
NH,1978,Severe Storm,0
NH,1978,Fire,0
NH,1978,Hurricane,0
NH,1978,Tornado,0
ME,1978,Flood,1
ME,1978,Severe Storm,0
ME,1978,Fire,0
ME,1978,Hurricane,0
ME,1978,Tornado,0
NE,1978,Flood,1
NE,1978,Severe Storm,0
NE,1978,Fire,0
NE,1978,Hurricane,0
NE,1978,Tornado,0
IN,1978,Flood,1
IN,1978,Severe Storm,0
IN,1978,Fire,0
IN,1978,Hurricane,0
IN,1978,Tornado,0
ND,1978,Flood,1
ND,1978,Severe Storm,0
ND,1978,Fire,0
ND,1978,Hurricane,0
ND,1978,Tornado,1
MN,1978,Flood,1
MN,1978,Severe Storm,1
MN,1978,Fire,0
MN,1978,Hurricane,0
MN,1978,Tornado,0
AL,1978,Flood,1
AL,1978,Severe Storm,0
AL,1978,Fire,0
AL,1978,Hurricane,0
AL,1978,Tornado,1
MS,1978,Flood,0
MS,1978,Severe Storm,0
MS,1978,Fire,0
MS,1978,Hurricane,0
MS,1978,Tornado,1
LA,1978,Flood,1
LA,1978,Severe Storm,0
LA,1978,Fire,0
LA,1978,Hurricane,0
LA,1978,Tornado,0
MT,1978,Flood,1
MT,1978,Severe Storm,0
MT,1978,Fire,0
MT,1978,Hurricane,0
MT,1978,Tornado,0
WY,1978,Flood,1
WY,1978,Severe Storm,0
WY,1978,Fire,0
WY,1978,Hurricane,0
WY,1978,Tornado,0
TX,1978,Flood,1
TX,1978,Severe Storm,0
TX,1978,Fire,0
TX,1978,Hurricane,0
TX,1978,Tornado,0
OR,1978,Flood,0
OR,1978,Severe Storm,0
OR,1978,Fire,1
OR,1978,Hurricane,0
OR,1978,Tornado,0
CO,1978,Flood,0
CO,1978,Severe Storm,0
CO,1978,Fire,1
CO,1978,Hurricane,0
CO,1978,Tornado,0
CA,1979,Flood,1
CA,1979,Severe Storm,0
CA,1979,Fire,1
CA,1979,Hurricane,0
CA,1979,Tornado,0
LA,1979,Flood,1
LA,1979,Severe Storm,0
LA,1979,Fire,0
LA,1979,Hurricane,0
LA,1979,Tornado,1
KY,1979,Flood,1
KY,1979,Severe Storm,0
